createdAt,status,restaurantName,pickupDeadline,driverArrivedAtRestaurantAt,pickedAt
2021-01-27 18:40:59.797,complete,GoodFood Basel,2021-01-27 19:05:00.000,2021-01-27 19:15:33.716,2021-01-27 19:18:20.886
2021-01-27 18:42:48.311,complete,GoodFood Genève,2021-01-27 19:10:00.000,2021-01-27 18:57:04.903,2021-01-27 19:02:10.415
2021-01-27 18:47:35.202,complete,GoodFood Lausanne,2021-01-27 19:19:00.000,2021-01-27 19:11:12.334,2021-01-27 19:23:49.837
2021-01-27 18:48:09.316,complete,Maria - Rive Gauche,2021-01-27 19:25:00.000,2021-01-27 19:01:51.054,2021-01-27 19:13:10.231
2021-01-27 18:51:56.363,complete,Maria,2021-01-27 19:11:00.000,2021-01-27 19:07:33.572,2021-01-27 19:33:23.730
2021-01-27 18:58:11.511,complete,Maria,2021-01-27 19:27:00.000,2021-01-27 19:11:50.414,2021-01-27 19:18:37.248
2021-01-27 19:00:51.734,complete,GoodFood Basel 2,2021-01-27 19:42:00.000,2021-01-27 20:09:12.408,2021-01-27 20:19:14.792
2021-01-27 19:01:41.478,complete,Maria,2021-01-27 19:27:00.000,2021-01-27 19:44:03.436,2021-01-27 19:50:24.534
2021-01-27 19:03:41.863,complete,Maria,2021-01-27 19:23:00.000,2021-01-27 19:44:03.336,2021-01-27 19:50:22.543
2021-01-27 19:04:08.822,complete,Red Pat - Craft Burgers & Beer,2021-01-27 19:35:00.000,2021-01-27 19:29:36.329,2021-01-27 19:32:07.734
2021-01-27 19:06:30.181,complete,Red Pat - Craft Burgers & Beer,2021-01-27 19:40:00.000,2021-01-27 19:27:17.384,2021-01-27 19:29:50.098
2021-01-27 19:09:19.609,complete,Maria,2021-01-27 19:37:00.000,2021-01-27 19:35:53.427,2021-01-27 19:37:35.054
2021-01-27 19:12:24.874,complete,Red Pat - Craft Burgers & Beer,2021-01-27 19:36:00.000,2021-01-27 19:29:30.267,2021-01-27 19:38:47.701
2021-01-27 19:16:09.306,complete,Pizza Princess Zürich,2021-01-27 19:51:00.000,2021-01-27 19:29:41.294,2021-01-27 19:35:10.139
2021-01-27 19:21:47.608,canceled_reimbursed,GoodFood Basel 2,2021-01-27 19:58:00.000,,
2021-01-27 19:22:19.320,complete,Maria - Rive Gauche,2021-01-27 20:12:00.000,2021-01-27 20:29:33.786,2021-01-27 20:31:17.207
2021-01-27 19:30:26.452,complete,Pizza Princess Zürich,2021-01-27 19:54:00.000,2021-01-27 19:58:44.981,2021-01-27 19:59:42.921
2021-01-27 19:36:13.950,complete,GoodFood Basel,2021-01-27 20:09:00.000,2021-01-27 19:49:18.261,2021-01-27 19:53:11.951
2021-01-27 19:36:40.074,complete,Red Pat - Craft Burgers & Beer,2021-01-27 20:05:00.000,2021-01-27 19:55:48.378,2021-01-27 20:05:25.768
2021-01-27 19:39:21.399,complete,GoodFood Genève,2021-01-27 20:09:00.000,2021-01-27 20:06:33.189,2021-01-27 20:11:08.441
2021-01-27 19:48:16.452,complete,Maria,2021-01-27 20:18:00.000,2021-01-27 20:01:48.096,2021-01-27 20:10:30.426
2021-01-27 19:55:13.529,complete,Maria - Rive Gauche,2021-01-27 20:27:00.000,2021-01-27 20:17:36.577,2021-01-27 20:25:41.379
2021-01-27 19:59:53.068,complete,GoodFood Basel,2021-01-27 20:26:00.000,2021-01-27 21:14:04.174,2021-01-27 21:19:55.192
2021-01-27 20:03:21.927,complete,Pizza Princess Genève,2021-01-27 20:27:00.000,2021-01-27 20:43:02.812,2021-01-27 20:43:27.886
2021-01-27 20:11:09.693,complete,Red Pat - Craft Burgers & Beer,2021-01-27 20:36:00.000,2021-01-27 20:25:34.504,2021-01-27 20:30:55.287
2021-01-27 20:16:22.747,error_payment,GoodFood Basel,2021-01-27 20:41:00.000,,
2021-01-27 20:17:24.439,complete,Pizza Princess Neuchâtel,2021-01-27 20:42:00.000,,
2021-01-27 20:19:14.753,complete,GoodFood Basel,2021-01-27 20:40:00.000,2021-01-27 20:35:17.119,2021-01-27 20:39:23.036
2021-01-27 20:26:25.045,complete,GoodFood Lausanne,2021-01-27 21:10:00.000,2021-01-27 20:43:15.840,2021-01-27 20:48:55.865
2021-01-27 20:27:50.092,complete,Maria - Rive Droite,2021-01-27 20:54:00.000,2021-01-27 20:42:49.191,2021-01-27 20:58:21.327
2021-01-27 20:32:59.894,complete,GoodFood Genève,2021-01-27 20:57:00.000,2021-01-27 20:48:52.042,2021-01-27 20:54:15.968
2021-01-27 20:38:29.307,complete,Maria,2021-01-27 21:12:00.000,2021-01-27 20:51:51.795,2021-01-27 20:59:25.679
2021-01-27 20:45:27.699,complete,Maria - Rive Gauche,2021-01-27 21:28:00.000,2021-01-27 21:05:00.409,2021-01-27 21:05:47.671
2021-01-27 20:45:58.339,complete,Maria - Rive Gauche,2021-01-27 21:29:00.000,2021-01-27 20:54:47.445,2021-01-27 21:10:14.422
2021-01-27 20:56:08.470,complete,Maria - Rive Droite,2021-01-27 21:28:00.000,2021-01-27 21:37:30.991,2021-01-27 21:38:45.306
2021-01-27 20:56:16.066,complete,GoodFood Lausanne,2021-01-27 21:26:00.000,2021-01-27 21:23:56.950,2021-01-27 21:27:11.795
2021-01-27 21:35:17.455,complete,Pizza Princess Zürich,2021-01-27 21:58:00.000,2021-01-27 21:39:07.054,2021-01-27 21:59:39.268
2021-01-27 21:41:22.506,complete,GoodFood Genève,2021-01-27 22:12:00.000,2021-01-27 21:46:37.274,2021-01-27 21:50:08.356
2021-01-27 21:52:48.443,complete,Pizza Princess Neuchâtel,2021-01-27 22:13:00.000,2021-01-27 22:01:04.183,2021-01-27 22:03:13.062
2021-01-27 21:54:44.393,complete,GoodFood Lausanne,2021-01-27 22:25:00.000,2021-01-27 22:02:21.290,2021-01-27 22:12:01.218
2021-01-28 09:22:34.704,complete,GoodFood Genève,2021-01-28 11:55:00.000,2021-01-28 11:32:44.642,2021-01-28 11:38:33.053
2021-01-28 09:24:19.401,complete,GoodFood Basel,2021-01-28 11:41:00.000,2021-01-28 11:25:45.808,2021-01-28 11:37:03.786
2021-01-28 10:30:28.663,complete,GoodFood Basel,2021-01-28 18:05:00.000,2021-01-28 18:16:02.178,2021-01-28 18:25:09.127
2021-01-28 11:11:44.143,complete,Pizza Princess SG,2021-01-28 11:39:00.000,,
2021-01-28 11:13:32.311,complete,GoodFood Genève,2021-01-28 11:42:00.000,2021-01-28 11:18:56.735,2021-01-28 11:22:30.582
2021-01-28 11:14:34.702,complete,Pizza Princess Basel,2021-01-28 11:38:00.000,2021-01-28 11:29:12.748,2021-01-28 11:36:24.387
2021-01-28 11:15:41.649,complete,Pizza Princess Neuchâtel,2021-01-28 11:41:00.000,2021-01-28 11:24:45.823,2021-01-28 11:36:55.974
2021-01-28 11:27:36.123,complete,GoodFood Genève,2021-01-28 11:55:00.000,2021-01-28 12:09:00.053,2021-01-28 12:12:41.508
2021-01-28 11:40:16.464,complete,Maria,2021-01-28 12:13:00.000,2021-01-28 12:02:28.742,2021-01-28 12:05:58.286
2021-01-28 11:44:59.839,complete,Pizza Princess SG,2021-01-28 12:12:00.000,2021-01-28 12:10:06.379,2021-01-28 12:13:15.267
2021-01-28 11:50:53.249,complete,GoodFood Genève,2021-01-28 12:13:00.000,2021-01-28 12:16:15.035,2021-01-28 12:28:29.035
2021-01-28 11:50:54.129,complete,GoodFood Lausanne,2021-01-28 12:10:00.000,2021-01-28 12:08:10.163,2021-01-28 12:08:12.452
2021-01-28 12:06:54.520,complete,Red Pat - Craft Burgers & Beer,2021-01-28 12:28:00.000,2021-01-28 13:05:18.738,2021-01-28 13:11:31.951
2021-01-28 12:09:12.923,complete,Maria,2021-01-28 12:39:00.000,2021-01-28 12:43:15.555,2021-01-28 12:44:53.020
2021-01-28 12:10:42.730,complete,GoodFood Basel 2,2021-01-28 12:41:00.000,2021-01-28 12:24:33.109,2021-01-28 12:34:34.709
2021-01-28 12:15:14.196,complete,Pizza Princess Lausanne,2021-01-28 12:38:00.000,2021-01-28 12:44:53.274,2021-01-28 12:54:36.540
2021-01-28 12:17:23.416,canceled,GoodFood Lausanne,2021-01-28 13:40:00.000,,
2021-01-28 12:18:58.689,complete,GoodFood Lausanne,2021-01-28 12:39:00.000,2021-01-28 12:45:42.409,2021-01-28 12:50:18.756
2021-01-28 12:22:17.095,complete,Pizza Princess Neuchâtel,2021-01-28 12:53:00.000,2021-01-28 13:13:49.559,2021-01-28 13:15:22.893
2021-01-28 12:35:32.338,error_payment,GoodFood Lausanne,2021-01-28 12:57:00.000,,
2021-01-28 12:36:00.757,complete,GoodFood Basel 2,2021-01-28 12:56:00.000,2021-01-28 12:55:43.667,2021-01-28 12:58:22.869
2021-01-28 12:45:50.511,complete,Maria - Rive Gauche,2021-01-28 13:11:00.000,2021-01-28 13:10:40.359,2021-01-28 13:12:18.683
2021-01-28 12:52:51.699,error_payment,GoodFood Basel,2021-01-28 13:29:00.000,,
2021-01-28 12:55:47.287,complete,GoodFood Basel 2,2021-01-28 13:27:00.000,2021-01-28 13:09:10.693,2021-01-28 13:09:15.419
2021-01-28 12:56:13.250,complete,GoodFood Basel,2021-01-28 13:29:00.000,2021-01-28 13:20:02.617,2021-01-28 13:31:56.857
2021-01-28 12:58:54.891,error_payment,GoodFood Lausanne,2021-01-28 13:28:00.000,,
2021-01-28 13:02:16.283,complete,Maria - Rive Droite,2021-01-28 13:34:00.000,2021-01-28 13:20:30.956,2021-01-28 13:23:42.826
2021-01-28 13:04:58.679,error_payment,GoodFood Basel,2021-01-28 13:27:00.000,,
2021-01-28 13:07:16.034,complete,Pizza Princess Basel,2021-01-28 13:41:00.000,2021-01-28 13:42:51.757,2021-01-28 13:48:29.329
2021-01-28 14:19:08.862,complete,GoodFood Basel 2,2021-01-28 14:41:00.000,2021-01-28 14:22:47.235,2021-01-28 14:31:14.649
2021-01-28 14:29:42.752,complete,GoodFood Basel,2021-01-28 14:54:00.000,2021-01-28 14:49:52.986,2021-01-28 14:53:32.479
2021-01-28 15:34:49.541,complete,GoodFood Basel,2021-01-28 15:56:00.000,2021-01-28 16:19:15.687,2021-01-28 16:27:01.722
2021-01-28 15:53:57.401,complete,GoodFood Basel 2,2021-01-28 16:23:00.000,2021-01-28 16:21:38.333,2021-01-28 16:27:21.439
2021-01-28 15:57:43.841,complete,Red Pat - Craft Burgers & Beer,2021-01-28 16:25:00.000,2021-01-28 16:08:49.158,2021-01-28 16:18:36.041
2021-01-28 16:10:44.397,complete,Pizza Princess Basel,2021-01-28 16:43:00.000,2021-01-28 16:37:36.303,2021-01-28 16:38:16.808
2021-01-28 16:42:07.479,complete,GoodFood Basel 2,2021-01-28 17:13:00.000,2021-01-28 17:00:36.270,2021-01-28 17:00:37.063
2021-01-28 16:50:57.577,complete,Pizza Princess Basel,2021-01-28 17:28:00.000,2021-01-28 17:07:42.177,2021-01-28 17:09:22.064
2021-01-28 17:11:53.738,complete,Pizza Princess Neuchâtel,2021-01-28 17:36:00.000,2021-01-28 17:33:13.081,2021-01-28 17:36:34.129
2021-01-28 17:22:07.152,error_payment,Pizza Princess SG,2021-01-28 17:56:00.000,,
2021-01-28 17:37:24.980,error_payment,Maria,2021-01-28 18:27:00.000,,
2021-01-28 17:42:42.735,complete,Red Pat - Craft Burgers & Beer,2021-01-28 18:04:00.000,2021-01-28 17:53:18.641,2021-01-28 18:05:19.147
2021-01-28 17:45:43.565,complete,GoodFood Genève,2021-01-28 18:12:00.000,2021-01-28 17:56:14.415,2021-01-28 18:08:50.420
2021-01-28 17:55:05.611,error_payment,GoodFood Basel,2021-01-28 18:23:00.000,,
2021-01-28 17:58:29.677,complete,Pizza Princess Basel,2021-01-28 18:26:00.000,2021-01-28 18:04:42.746,2021-01-28 18:05:52.479
2021-01-28 18:00:08.480,complete,GoodFood Genève,2021-01-28 18:39:00.000,2021-01-28 18:06:03.928,2021-01-28 18:23:39.497
2021-01-28 18:06:18.263,complete,GoodFood Basel 2,2021-01-28 18:40:00.000,2021-01-28 18:20:46.128,2021-01-28 18:31:12.925
2021-01-28 18:06:25.316,error_payment,GoodFood Lausanne,2021-01-28 18:30:00.000,,
2021-01-28 18:11:15.572,complete,GoodFood Genève,2021-01-28 18:40:00.000,2021-01-28 18:13:57.235,2021-01-28 18:19:33.754
2021-01-28 18:23:17.647,complete,Red Pat - Craft Burgers & Beer,2021-01-28 18:55:00.000,2021-01-28 18:47:56.539,2021-01-28 18:56:12.950
2021-01-28 18:28:40.212,complete,GoodFood Basel,2021-01-28 18:54:00.000,2021-01-28 18:50:48.825,2021-01-28 19:05:07.243
2021-01-28 18:39:00.631,complete,Pizza Princess Neuchâtel,2021-01-28 19:12:00.000,2021-01-28 19:01:33.841,2021-01-28 19:04:35.327
2021-01-28 18:45:49.495,complete,Pizza Princess Genève,2021-01-28 19:07:00.000,,
2021-01-28 18:46:23.367,complete,Maria - Rive Gauche,2021-01-28 19:24:00.000,2021-01-28 19:21:43.485,2021-01-28 19:22:59.877
2021-01-28 18:49:12.634,error_payment,GoodFood Basel 2,2021-01-28 19:24:00.000,,
2021-01-28 18:55:11.826,error_payment,GoodFood Basel 2,2021-01-28 19:24:00.000,,
2021-01-28 18:56:48.350,complete,GoodFood Basel,2021-01-28 19:26:00.000,2021-01-28 19:20:39.253,2021-01-28 19:29:44.650
2021-01-28 19:00:49.444,complete,Pizza Princess Neuchâtel,2021-01-28 19:42:00.000,2021-01-28 19:32:59.209,2021-01-28 19:34:23.065
2021-01-28 19:03:54.637,complete,GoodFood Basel,2021-01-28 19:40:00.000,2021-01-28 19:19:09.007,2021-01-28 19:22:49.389
2021-01-28 19:10:13.757,canceled,Pizza Princess Neuchâtel,2021-01-28 19:51:00.000,,
2021-01-28 19:10:36.538,complete,Pizza Princess SG,2021-01-28 19:43:00.000,2021-01-28 19:19:45.266,2021-01-28 19:19:46.475
2021-01-28 19:21:59.740,complete,Red Pat - Craft Burgers & Beer,2021-01-28 19:42:00.000,2021-01-28 19:42:04.735,2021-01-28 19:42:55.177
2021-01-28 19:23:18.072,complete,GoodFood Basel 2,2021-01-28 19:57:00.000,2021-01-28 19:48:56.270,2021-01-28 19:49:53.043
2021-01-28 19:23:37.483,complete,GoodFood Basel 2,2021-01-28 19:54:00.000,2021-01-28 19:43:45.720,2021-01-28 19:47:15.909
2021-01-28 19:25:51.365,complete,Maria,2021-01-28 19:58:00.000,2021-01-28 19:52:50.852,2021-01-28 19:53:33.805
2021-01-28 19:26:01.467,complete,GoodFood Basel,2021-01-28 19:55:00.000,2021-01-28 19:34:24.357,2021-01-28 19:38:39.734
2021-01-28 19:26:07.010,complete,GoodFood Genève,2021-01-28 19:56:00.000,2021-01-28 19:49:03.515,2021-01-28 19:50:12.183
2021-01-28 19:27:25.338,complete,GoodFood Genève,2021-01-28 19:51:00.000,2021-01-28 19:39:04.950,2021-01-28 19:43:37.642
2021-01-28 19:28:41.038,complete,Pizza Princess Lausanne,2021-01-28 20:07:00.000,2021-01-28 19:55:22.412,2021-01-28 19:58:17.361
2021-01-28 19:32:24.860,complete,Red Pat - Craft Burgers & Beer,2021-01-28 19:56:00.000,2021-01-28 19:43:50.172,2021-01-28 19:46:21.158
2021-01-28 19:34:30.037,complete,Maria,2021-01-28 20:07:00.000,2021-01-28 20:17:37.722,2021-01-28 20:19:13.930
2021-01-28 19:37:43.879,complete,Maria,2021-01-28 20:09:00.000,2021-01-28 20:02:35.465,2021-01-28 20:05:04.784
2021-01-28 19:37:50.938,complete,Maria,2021-01-28 20:10:00.000,2021-01-28 20:11:55.361,2021-01-28 20:12:47.603
2021-01-28 19:40:13.312,complete,GoodFood Basel,2021-01-28 20:13:00.000,2021-01-28 19:51:53.940,2021-01-28 20:26:18.596
2021-01-28 19:41:11.863,complete,GoodFood Genève,2021-01-28 20:05:00.000,2021-01-28 19:59:23.830,2021-01-28 20:09:23.063
2021-01-28 19:50:39.225,complete,Pizza Princess SG,2021-01-28 20:22:00.000,2021-01-28 20:08:16.629,2021-01-28 20:10:41.341
2021-01-28 19:51:27.845,complete,Maria - Rive Gauche,2021-01-28 20:26:00.000,2021-01-28 20:15:15.742,2021-01-28 20:22:00.609
2021-01-28 19:57:14.118,complete,Pizza Princess Basel,2021-01-28 20:25:00.000,2021-01-28 20:22:39.027,2021-01-28 20:24:24.213
2021-01-28 20:09:03.974,error_payment,GoodFood Basel,2021-01-28 20:42:00.000,,
2021-01-28 20:11:51.013,complete,GoodFood Lausanne,2021-01-28 20:41:00.000,2021-01-28 20:28:53.459,2021-01-28 20:31:46.418
2021-01-28 20:28:07.056,complete,Maria - Rive Gauche,2021-01-28 21:09:00.000,2021-01-28 20:43:07.270,2021-01-28 20:46:49.333
2021-01-28 20:35:04.512,complete,Maria,2021-01-28 20:55:00.000,2021-01-28 20:46:28.524,2021-01-28 20:47:18.334
2021-01-28 20:37:48.078,complete,Pizza Princess Basel,2021-01-28 20:51:00.000,2021-01-28 20:51:10.936,2021-01-28 21:02:57.033
2021-01-28 20:40:41.654,complete,GoodFood Genève,2021-01-28 21:06:00.000,2021-01-28 20:41:23.202,2021-01-28 20:49:42.277
2021-01-28 20:49:45.442,complete,GoodFood Basel,2021-01-28 21:12:00.000,2021-01-28 20:53:04.504,2021-01-28 20:58:43.098
2021-01-28 21:00:58.554,complete,Pizza Princess Lausanne,2021-01-28 21:22:00.000,2021-01-28 21:06:55.490,2021-01-28 21:14:06.340
2021-01-28 21:09:50.707,complete,Pizza Princess SG,2021-01-28 21:40:00.000,2021-01-28 21:35:29.018,2021-01-28 21:35:31.063
2021-01-28 21:10:27.491,error_payment,GoodFood Lausanne,2021-01-28 21:41:00.000,,
2021-01-28 21:29:00.473,complete,Maria,2021-01-28 21:56:00.000,2021-01-28 21:37:52.401,2021-01-28 21:39:57.727
2021-01-28 22:03:20.310,complete,GoodFood Basel,2021-01-28 22:28:00.000,2021-01-28 22:14:23.068,2021-01-28 22:18:03.290
2021-01-28 22:10:34.897,complete,GoodFood Basel,2021-01-28 22:37:00.000,2021-01-28 22:18:09.419,2021-01-28 22:34:27.584
2021-01-28 22:41:42.309,complete,Pizza Princess Neuchâtel,2021-01-28 23:13:00.000,2021-01-28 22:48:28.773,2021-01-28 22:52:09.314
2021-01-28 22:47:19.278,error_payment,GoodFood Basel 2,2021-01-29 11:24:00.000,,
2021-01-28 22:53:42.316,complete,Pizza Princess Genève,2021-01-28 23:27:00.000,2021-01-28 23:03:25.021,2021-01-28 23:10:46.825
2021-01-28 22:56:03.898,canceled,GoodFood Genève,2021-01-28 23:21:00.000,,
2021-01-29 09:34:15.163,complete,Pizza Princess Zürich,2021-01-29 11:56:00.000,2021-01-29 11:47:13.278,2021-01-29 11:47:22.752
2021-01-29 10:27:00.281,complete,GoodFood Basel 2,2021-01-29 11:25:00.000,2021-01-29 11:28:56.567,2021-01-29 11:41:47.571
2021-01-29 10:37:10.351,complete,Pizza Princess SG,2021-01-29 11:53:00.000,2021-01-29 11:43:56.152,2021-01-29 11:45:17.401
2021-01-29 10:50:20.960,complete,GoodFood Basel 2,2021-01-29 12:12:00.000,2021-01-29 12:13:56.150,2021-01-29 12:24:11.813
2021-01-29 10:53:39.053,complete,GoodFood Basel 2,2021-01-29 11:42:00.000,2021-01-29 11:28:42.908,2021-01-29 11:35:37.190
2021-01-29 10:53:57.228,complete,GoodFood Basel,2021-01-29 11:26:00.000,2021-01-29 11:14:29.375,2021-01-29 11:24:05.551
2021-01-29 10:57:22.043,complete,GoodFood Genève,2021-01-29 11:54:00.000,2021-01-29 11:27:34.100,2021-01-29 11:35:17.894
2021-01-29 11:02:24.088,complete,Maria,2021-01-29 11:50:00.000,2021-01-29 11:39:29.440,2021-01-29 12:01:10.951
2021-01-29 11:09:10.659,complete,Maria - Rive Gauche,2021-01-29 12:11:00.000,2021-01-29 11:52:34.593,2021-01-29 11:53:39.818
2021-01-29 11:18:05.471,complete,GoodFood Lausanne,2021-01-29 11:57:00.000,2021-01-29 11:37:54.021,2021-01-29 11:47:43.229
2021-01-29 11:22:27.747,complete,GoodFood Basel 2,2021-01-29 11:54:00.000,2021-01-29 11:39:22.152,2021-01-29 11:48:43.312
2021-01-29 11:34:24.873,complete,GoodFood Genève,2021-01-29 12:27:00.000,2021-01-29 12:50:23.406,2021-01-29 12:55:33.436
2021-01-29 11:38:56.603,complete,Pizza Princess SG,2021-01-29 12:11:00.000,2021-01-29 12:12:13.973,2021-01-29 12:29:16.242
2021-01-29 11:50:00.610,complete,Pizza Princess Lausanne,2021-01-29 12:23:00.000,2021-01-29 12:07:07.966,2021-01-29 12:12:30.775
2021-01-29 11:53:38.477,complete,Pizza Princess Genève,2021-01-29 12:26:00.000,2021-01-29 12:51:29.973,2021-01-29 12:51:32.554
2021-01-29 12:03:12.930,complete,GoodFood Lausanne,2021-01-29 12:26:00.000,2021-01-29 12:27:26.464,2021-01-29 12:29:44.134
2021-01-29 12:04:49.914,complete,Pizza Princess SG,2021-01-29 12:25:00.000,2021-01-29 12:39:04.188,2021-01-29 12:45:57.299
2021-01-29 12:06:34.632,complete,GoodFood Basel 2,2021-01-29 12:58:00.000,2021-01-29 12:52:57.269,2021-01-29 13:01:30.725
2021-01-29 12:17:25.075,complete,GoodFood Basel 2,2021-01-29 12:41:00.000,2021-01-29 12:29:01.070,2021-01-29 12:37:48.153
2021-01-29 12:23:39.767,complete,GoodFood Basel,2021-01-29 12:56:00.000,2021-01-29 12:51:52.520,2021-01-29 12:53:10.363
2021-01-29 12:26:16.418,complete,GoodFood Lausanne,2021-01-29 12:56:00.000,2021-01-29 12:35:11.747,2021-01-29 12:52:13.430
2021-01-29 12:28:30.092,complete,Red Pat - Craft Burgers & Beer,2021-01-29 12:56:00.000,2021-01-29 13:00:10.827,2021-01-29 13:04:28.990
2021-01-29 13:03:18.122,complete,GoodFood Basel,2021-01-29 13:25:00.000,2021-01-29 13:08:18.506,2021-01-29 13:12:18.267
2021-01-29 13:05:37.970,complete,Maria - Rive Droite,2021-01-29 18:30:00.000,,
2021-01-29 13:24:46.187,complete,GoodFood Lausanne,2021-01-29 13:56:00.000,2021-01-29 13:46:27.509,2021-01-29 13:49:52.686
2021-01-29 13:39:32.731,complete,GoodFood Basel,2021-01-29 14:07:00.000,2021-01-29 14:01:33.186,2021-01-29 14:10:49.228
2021-01-29 13:45:24.351,complete,Red Pat - Craft Burgers & Beer,2021-01-29 14:14:00.000,2021-01-29 13:53:48.710,2021-01-29 14:03:33.888
2021-01-29 14:17:33.231,error_payment,GoodFood Basel 2,2021-01-29 14:38:00.000,,
2021-01-29 14:32:48.842,complete,GoodFood Basel,2021-01-29 17:55:00.000,2021-01-29 17:45:44.567,2021-01-29 17:52:20.815
2021-01-29 14:56:12.401,canceled,Red Pat - Craft Burgers & Beer,2021-01-29 18:24:00.000,,
2021-01-29 14:58:31.029,complete,Pizza Princess Basel,2021-01-29 15:27:00.000,2021-01-29 15:22:49.472,2021-01-29 15:29:45.745
2021-01-29 16:38:12.268,complete,Pizza Princess Lausanne,2021-01-29 17:00:00.000,2021-01-29 17:18:15.719,2021-01-29 17:33:00.265
2021-01-29 16:45:27.483,complete,Red Pat - Craft Burgers & Beer,2021-01-29 17:05:00.000,2021-01-29 16:51:30.076,2021-01-29 17:08:40.743
2021-01-29 16:53:33.521,complete,GoodFood Genève,2021-01-29 17:57:00.000,2021-01-29 18:07:00.765,2021-01-29 18:11:05.071
2021-01-29 17:00:17.738,complete,GoodFood Lausanne,2021-01-29 18:39:00.000,2021-01-29 18:26:40.653,2021-01-29 18:32:50.102
2021-01-29 17:10:41.207,complete,Pizza Princess Neuchâtel,2021-01-29 17:46:00.000,2021-01-29 17:58:42.894,2021-01-29 18:19:25.322
2021-01-29 17:12:52.366,complete,GoodFood Basel 2,2021-01-29 19:52:00.000,2021-01-29 20:11:16.728,2021-01-29 20:20:05.333
2021-01-29 17:22:21.629,complete,Maria,2021-01-29 19:11:00.000,2021-01-29 19:00:20.194,2021-01-29 19:01:37.773
2021-01-29 17:34:17.743,error_payment,Pizza Princess Lausanne,2021-01-29 18:05:00.000,,
2021-01-29 17:46:17.659,complete,GoodFood Basel 2,2021-01-29 18:11:00.000,2021-01-29 18:03:42.377,2021-01-29 18:16:56.644
2021-01-29 17:56:58.010,complete,Maria,2021-01-29 19:00:00.000,2021-01-29 19:27:24.481,2021-01-29 19:31:12.107
2021-01-29 17:58:51.570,complete,Maria,2021-01-29 18:27:00.000,2021-01-29 18:11:28.113,2021-01-29 18:14:30.009
2021-01-29 18:00:53.979,complete,GoodFood Lausanne,2021-01-29 18:23:00.000,2021-01-29 18:06:40.368,2021-01-29 18:15:11.214
2021-01-29 18:03:38.988,complete,Pizza Princess Neuchâtel,2021-01-29 18:41:00.000,2021-01-29 18:23:36.426,2021-01-29 18:24:30.003
2021-01-29 18:03:46.963,complete,GoodFood Genève,2021-01-29 18:29:00.000,2021-01-29 18:13:47.636,2021-01-29 18:19:55.751
2021-01-29 18:07:48.228,complete,Maria - Rive Droite,2021-01-29 18:38:00.000,2021-01-29 18:28:12.081,2021-01-29 18:31:18.493
2021-01-29 18:10:07.763,complete,GoodFood Genève,2021-01-29 18:40:00.000,2021-01-29 18:31:57.816,2021-01-29 18:42:36.530
2021-01-29 18:11:11.062,complete,Maria - Rive Droite,2021-01-29 18:40:00.000,2021-01-29 18:32:47.941,2021-01-29 18:56:28.138
2021-01-29 18:11:53.551,complete,GoodFood Genève,2021-01-29 18:41:00.000,2021-01-29 18:16:25.122,2021-01-29 18:23:55.855
2021-01-29 18:18:44.418,complete,GoodFood Genève,2021-01-29 18:39:00.000,2021-01-29 18:32:45.985,2021-01-29 18:40:13.867
2021-01-29 18:18:59.014,complete,Red Pat - Craft Burgers & Beer,2021-01-29 18:41:00.000,2021-01-29 18:57:40.309,2021-01-29 18:58:50.731
2021-01-29 18:21:47.572,complete,Red Pat - Craft Burgers & Beer,2021-01-29 18:50:00.000,2021-01-29 19:00:47.391,2021-01-29 19:04:25.553
2021-01-29 18:27:07.045,complete,Maria - Rive Gauche,2021-01-29 19:00:00.000,,
2021-01-29 18:28:21.260,complete,Maria,2021-01-29 18:54:00.000,2021-01-29 18:45:33.874,2021-01-29 18:47:38.323
2021-01-29 18:28:26.502,complete,Maria,2021-01-29 19:23:00.000,2021-01-29 19:31:17.128,2021-01-29 19:31:21.509
2021-01-29 18:31:15.224,complete,GoodFood Basel 2,2021-01-29 18:52:00.000,2021-01-29 19:05:59.937,2021-01-29 19:12:23.641
2021-01-29 18:32:00.578,complete,Maria - Rive Droite,2021-01-29 18:56:00.000,2021-01-29 18:50:31.403,2021-01-29 18:50:36.494
2021-01-29 18:32:52.817,error_payment,Pizza Princess Basel,2021-01-29 18:53:00.000,,
2021-01-29 18:35:43.443,complete,Maria,2021-01-29 19:22:00.000,2021-01-29 19:24:04.354,2021-01-29 19:28:05.498
2021-01-29 18:36:12.506,error_payment,GoodFood Basel,2021-01-29 18:56:00.000,,
2021-01-29 18:42:39.178,complete,GoodFood Basel,2021-01-29 19:27:00.000,2021-01-29 18:56:35.334,2021-01-29 19:08:24.985
2021-01-29 18:42:48.972,complete,GoodFood Lausanne,2021-01-29 19:27:00.000,2021-01-29 19:21:10.740,2021-01-29 19:32:23.720
2021-01-29 18:43:00.495,complete,GoodFood Basel 2,2021-01-29 19:12:00.000,2021-01-29 19:14:05.540,2021-01-29 19:19:52.767
2021-01-29 18:45:23.364,complete,Maria - Rive Gauche,2021-01-29 19:23:00.000,2021-01-29 19:20:06.957,2021-01-29 19:26:54.199
2021-01-29 18:47:08.743,complete,GoodFood Basel 2,2021-01-29 19:35:00.000,2021-01-29 19:17:01.158,2021-01-29 19:17:09.511
