createdAt,status,restaurantName,pickupDeadline,driverArrivedAtRestaurantAt,pickedAt
2021-01-31 12:45:44.690,complete,Maria - Rive Gauche,2021-01-31 13:10:00.000,2021-01-31 12:48:55.990,2021-01-31 13:01:39.792
2021-01-31 12:45:55.612,complete,GoodFood Basel,2021-01-31 13:10:00.000,2021-01-31 12:55:50.962,2021-01-31 13:00:28.918
2021-01-31 12:49:36.153,complete,Red Pat - Craft Burgers & Beer,2021-01-31 13:22:00.000,2021-01-31 12:52:29.985,2021-01-31 13:07:06.531
2021-01-31 12:55:57.983,complete,Pizza Princess Basel,2021-01-31 13:36:00.000,2021-01-31 12:57:24.376,2021-01-31 13:20:09.609
2021-01-31 12:56:35.557,complete,GoodFood Lausanne,2021-01-31 13:28:00.000,2021-01-31 13:08:00.134,2021-01-31 13:18:20.077
2021-01-31 13:00:09.401,complete,GoodFood Basel,2021-01-31 13:27:00.000,2021-01-31 13:07:07.199,2021-01-31 13:09:59.866
2021-01-31 13:08:27.405,complete,Maria,2021-01-31 13:42:00.000,2021-01-31 13:10:58.287,2021-01-31 13:19:45.517
2021-01-31 13:11:35.290,complete,Maria,2021-01-31 13:36:00.000,2021-01-31 13:18:26.120,2021-01-31 13:27:11.626
2021-01-31 13:12:06.698,complete,Maria,2021-01-31 13:42:00.000,2021-01-31 13:17:11.989,2021-01-31 13:28:49.361
2021-01-31 13:18:40.659,complete,Pizza Princess Lausanne,2021-01-31 13:51:00.000,2021-01-31 13:31:57.989,2021-01-31 13:35:43.003
2021-01-31 13:18:59.661,complete,GoodFood Basel 2,2021-01-31 13:43:00.000,2021-01-31 13:19:55.980,2021-01-31 13:33:11.100
2021-01-31 13:22:36.119,complete,Red Pat - Craft Burgers & Beer,2021-01-31 13:56:00.000,2021-01-31 13:23:21.493,2021-01-31 13:41:21.643
2021-01-31 13:25:42.930,complete,GoodFood Basel,2021-01-31 13:52:00.000,2021-01-31 13:29:50.893,2021-01-31 13:32:33.340
2021-01-31 13:35:40.315,complete,GoodFood Lausanne,2021-01-31 14:06:00.000,2021-01-31 13:45:59.657,2021-01-31 13:52:08.829
2021-01-31 13:45:36.283,complete,GoodFood Basel,2021-01-31 14:19:00.000,2021-01-31 14:03:31.696,2021-01-31 14:06:21.632
2021-01-31 14:17:59.626,complete,GoodFood Lausanne,2021-01-31 14:43:00.000,2021-01-31 14:20:27.784,2021-01-31 14:28:14.709
2021-01-31 14:35:48.081,complete,Red Pat - Craft Burgers & Beer,2021-01-31 15:01:00.000,2021-01-31 14:46:41.213,2021-01-31 14:54:05.910
2021-01-31 14:36:23.911,complete,Pizza Princess SG,2021-01-31 15:09:00.000,,
2021-01-31 14:36:35.102,canceled,Pizza Princess SG,2021-01-31 14:56:00.000,,
2021-01-31 14:37:17.775,complete,GoodFood Lausanne,2021-01-31 15:11:00.000,2021-01-31 14:51:58.610,2021-01-31 14:54:40.080
2021-01-31 14:43:32.028,complete,Maria,2021-01-31 15:11:00.000,2021-01-31 15:09:39.022,2021-01-31 15:09:39.826
2021-01-31 14:44:27.068,complete,Maria - Rive Gauche,2021-01-31 15:11:00.000,2021-01-31 15:09:42.531,2021-01-31 15:12:03.046
2021-01-31 14:46:56.946,complete,Red Pat - Craft Burgers & Beer,2021-01-31 15:09:00.000,2021-01-31 15:19:31.275,2021-01-31 15:22:04.104
2021-01-31 14:47:27.538,error_payment,Red Pat - Craft Burgers & Beer,2021-01-31 15:11:00.000,,
2021-01-31 14:48:05.291,complete,GoodFood Basel,2021-01-31 15:11:00.000,2021-01-31 15:03:59.334,2021-01-31 15:06:04.105
2021-01-31 14:48:51.209,complete,GoodFood Basel 2,2021-01-31 15:08:00.000,2021-01-31 15:05:22.974,2021-01-31 15:08:44.734
2021-01-31 14:50:12.357,error_payment,GoodFood Basel,2021-01-31 15:10:00.000,,
2021-01-31 14:50:18.095,error_payment,Red Pat - Craft Burgers & Beer,2021-01-31 15:11:00.000,,
2021-01-31 15:23:36.844,complete,Maria - Rive Droite,2021-01-31 18:28:00.000,2021-01-31 18:02:16.730,2021-01-31 18:11:38.467
2021-01-31 15:29:19.695,complete,ByMÀ by Maria,2021-01-31 15:55:00.000,2021-01-31 15:36:51.130,2021-01-31 15:53:35.794
2021-01-31 15:33:29.686,error_payment,GoodFood Basel,2021-01-31 15:57:00.000,,
2021-01-31 15:41:39.017,complete,GoodFood Lausanne,2021-01-31 16:11:00.000,2021-01-31 15:49:49.091,2021-01-31 15:58:16.859
2021-01-31 15:54:36.417,complete,Pizza Princess Genève,2021-01-31 15:54:00.000,2021-01-31 16:10:19.068,2021-01-31 16:19:45.591
2021-01-31 15:57:44.865,error_payment,GoodFood Basel,2021-01-31 16:26:00.000,,
2021-01-31 15:59:19.883,canceled,GoodFood Basel,2021-01-31 16:26:00.000,,
2021-01-31 16:20:13.040,complete,Pizza Princess Basel,2021-01-31 16:57:00.000,2021-01-31 16:51:09.706,2021-01-31 16:54:31.727
2021-01-31 16:24:07.835,complete,Pizza Princess Basel,2021-01-31 16:51:00.000,2021-01-31 17:02:08.147,2021-01-31 17:02:10.051
2021-01-31 16:25:35.392,complete,GoodFood Lausanne,2021-01-31 16:57:00.000,2021-01-31 16:48:54.384,2021-01-31 17:02:57.709
2021-01-31 16:26:46.133,complete,GoodFood Lausanne,2021-01-31 16:51:00.000,2021-01-31 16:31:08.225,2021-01-31 16:40:47.763
2021-01-31 16:28:44.117,complete,Pizza Princess Genève,2021-01-31 16:57:00.000,2021-01-31 16:33:13.081,2021-01-31 16:43:43.062
2021-01-31 16:31:15.170,complete,GoodFood Lausanne,2021-01-31 16:53:00.000,2021-01-31 16:44:46.858,2021-01-31 16:47:47.051
2021-01-31 16:34:58.701,complete,Pizza Princess Genève,2021-01-31 17:41:00.000,2021-01-31 17:35:30.302,2021-01-31 17:35:32.659
2021-01-31 16:45:58.496,complete,ByMÀ by Maria,2021-01-31 17:11:00.000,2021-01-31 16:56:15.349,2021-01-31 16:59:10.209
2021-01-31 16:52:49.184,complete,Red Pat - Craft Burgers & Beer,2021-01-31 17:21:00.000,2021-01-31 17:05:10.048,2021-01-31 17:08:38.653
2021-01-31 17:07:41.648,complete,Pizza Princess Genève,2021-01-31 17:58:00.000,2021-01-31 17:16:37.835,2021-01-31 17:24:18.954
2021-01-31 17:09:41.055,complete,GoodFood Basel 2,2021-01-31 17:41:00.000,2021-01-31 17:28:34.497,2021-01-31 17:35:40.661
2021-01-31 17:09:42.064,complete,GoodFood Lausanne,2021-01-31 17:40:00.000,2021-01-31 17:43:28.845,2021-01-31 17:43:34.410
2021-01-31 17:12:37.355,complete,Pizza Princess Genève,2021-01-31 18:05:00.000,,
2021-01-31 17:16:01.659,error_payment,GoodFood Genève,2021-01-31 17:41:00.000,,
2021-01-31 17:22:02.989,complete,Red Pat - Craft Burgers & Beer,2021-01-31 17:55:00.000,2021-01-31 17:41:58.467,2021-01-31 17:42:00.966
2021-01-31 17:33:43.282,complete,Maria - Rive Droite,2021-01-31 18:27:00.000,2021-01-31 17:56:51.836,2021-01-31 18:13:09.778
2021-01-31 17:37:32.731,complete,Red Pat - Craft Burgers & Beer,2021-01-31 18:57:00.000,2021-01-31 18:45:22.110,2021-01-31 18:51:58.727
2021-01-31 17:39:13.319,complete,GoodFood Basel,2021-01-31 18:08:00.000,2021-01-31 17:44:45.946,2021-01-31 17:55:45.539
2021-01-31 17:42:03.635,complete,Pizza Princess Lausanne,2021-01-31 18:09:00.000,2021-01-31 18:15:59.370,2021-01-31 18:24:20.584
2021-01-31 17:43:43.600,complete,GoodFood Basel,2021-01-31 18:07:00.000,2021-01-31 17:52:42.540,2021-01-31 18:09:48.478
2021-01-31 17:44:29.255,complete,Pizza Princess Zürich,2021-01-31 18:18:00.000,2021-01-31 17:56:11.174,2021-01-31 17:59:11.299
2021-01-31 17:46:56.062,complete,GoodFood Basel 2,2021-01-31 18:57:00.000,2021-01-31 18:52:04.236,2021-01-31 19:07:05.254
2021-01-31 17:47:42.445,error_payment,Pizza Princess Neuchâtel,2021-01-31 18:11:00.000,,
2021-01-31 17:49:46.484,complete,GoodFood Basel,2021-01-31 18:25:00.000,2021-01-31 18:09:28.690,2021-01-31 18:10:55.496
2021-01-31 18:07:01.083,complete,Maria - Rive Gauche,2021-01-31 18:28:00.000,2021-01-31 18:19:38.437,2021-01-31 18:43:48.331
2021-01-31 18:07:33.836,complete,Maria - Rive Gauche,2021-01-31 18:40:00.000,2021-01-31 18:14:19.586,2021-01-31 18:52:13.808
2021-01-31 18:12:41.226,complete,Red Pat - Craft Burgers & Beer,2021-01-31 18:40:00.000,2021-01-31 18:22:54.553,2021-01-31 18:27:22.405
2021-01-31 18:12:55.719,complete,Maria,2021-01-31 19:07:00.000,2021-01-31 18:36:28.014,2021-01-31 18:42:12.901
2021-01-31 18:17:04.341,error_payment,Pizza Princess Lausanne,2021-01-31 18:46:00.000,,
2021-01-31 18:17:45.490,complete,GoodFood Basel,2021-01-31 18:50:00.000,2021-01-31 18:39:11.753,2021-01-31 18:44:27.819
2021-01-31 18:19:35.249,complete,Maria,2021-01-31 18:45:00.000,,
2021-01-31 18:19:40.409,complete,GoodFood Basel,2021-01-31 18:43:00.000,2021-01-31 18:40:58.960,2021-01-31 18:49:21.583
2021-01-31 18:22:51.880,complete,GoodFood Genève,2021-01-31 18:56:00.000,2021-01-31 18:48:12.947,2021-01-31 19:12:53.126
2021-01-31 18:23:41.374,complete,GoodFood Basel 2,2021-01-31 18:57:00.000,2021-01-31 18:47:20.319,2021-01-31 18:47:22.084
2021-01-31 18:24:20.347,complete,GoodFood Genève,2021-01-31 18:56:00.000,2021-01-31 18:45:22.425,2021-01-31 19:06:14.394
2021-01-31 18:24:53.978,complete,Pizza Princess Genève,2021-01-31 18:58:00.000,2021-01-31 18:34:31.723,2021-01-31 18:37:21.121
2021-01-31 18:25:45.941,canceled_reimbursed,GoodFood Genève,2021-01-31 18:54:00.000,,
2021-01-31 18:27:20.326,complete,Maria,2021-01-31 18:57:00.000,2021-01-31 18:30:28.060,2021-01-31 18:51:26.325
2021-01-31 18:27:58.766,complete,Red Pat - Craft Burgers & Beer,2021-01-31 18:51:00.000,2021-01-31 18:39:30.516,2021-01-31 18:47:27.745
2021-01-31 18:28:30.598,complete,GoodFood Lausanne,2021-01-31 18:59:00.000,2021-01-31 18:44:47.612,2021-01-31 18:53:52.487
2021-01-31 18:30:08.569,complete,Red Pat - Craft Burgers & Beer,2021-01-31 19:10:00.000,2021-01-31 18:43:17.096,2021-01-31 18:54:25.261
2021-01-31 18:31:20.205,error_payment,GoodFood Basel,2021-01-31 18:52:00.000,,
2021-01-31 18:31:32.087,complete,Maria,2021-01-31 19:00:00.000,,
2021-01-31 18:38:33.639,complete,GoodFood Basel 2,2021-01-31 19:07:00.000,2021-01-31 18:59:56.508,2021-01-31 19:03:15.792
2021-01-31 18:39:25.263,complete,Pizza Princess SG,2021-01-31 19:10:00.000,2021-01-31 18:54:23.058,2021-01-31 18:55:13.480
2021-01-31 18:44:05.634,complete,GoodFood Genève,2021-01-31 19:11:00.000,2021-01-31 19:20:06.569,2021-01-31 19:21:58.569
2021-01-31 18:44:20.457,complete,GoodFood Basel 2,2021-01-31 19:12:00.000,2021-01-31 19:06:04.757,2021-01-31 19:15:53.197
2021-01-31 18:45:00.277,complete,Red Pat - Craft Burgers & Beer,2021-01-31 19:15:00.000,,
2021-01-31 18:46:06.926,complete,GoodFood Genève,2021-01-31 19:10:00.000,2021-01-31 19:08:10.159,2021-01-31 19:14:21.030
2021-01-31 18:49:56.523,complete,Maria,2021-01-31 19:13:00.000,2021-01-31 19:01:40.802,2021-01-31 19:01:54.825
2021-01-31 18:51:45.499,complete,GoodFood Genève,2021-01-31 19:43:00.000,2021-01-31 19:17:37.550,2021-01-31 19:29:04.503
2021-01-31 18:52:12.112,complete,Red Pat - Craft Burgers & Beer,2021-01-31 19:22:00.000,2021-01-31 19:23:44.415,2021-01-31 19:24:29.553
2021-01-31 18:53:45.855,complete,Red Pat - Craft Burgers & Beer,2021-01-31 19:26:00.000,2021-01-31 19:13:11.212,2021-01-31 19:16:18.444
2021-01-31 18:53:52.265,complete,GoodFood Basel 2,2021-01-31 19:24:00.000,2021-01-31 19:09:46.494,2021-01-31 19:13:15.461
2021-01-31 18:57:34.608,complete,GoodFood Basel 2,2021-01-31 19:31:00.000,2021-01-31 19:16:04.842,2021-01-31 19:23:52.365
2021-01-31 19:00:50.284,complete,GoodFood Basel,2021-01-31 19:24:00.000,2021-01-31 19:17:05.088,2021-01-31 19:20:14.076
2021-01-31 19:01:35.395,complete,GoodFood Basel,2021-01-31 19:27:00.000,2021-01-31 19:06:49.782,2021-01-31 19:11:26.454
2021-01-31 19:03:32.580,complete,Pizza Princess Neuchâtel,2021-01-31 19:26:00.000,2021-01-31 19:23:08.446,2021-01-31 19:37:44.647
2021-01-31 19:05:31.246,error_payment,GoodFood Genève,2021-01-31 19:26:00.000,,
2021-01-31 19:08:07.364,complete,Maria - Rive Gauche,2021-01-31 19:42:00.000,2021-01-31 19:36:11.102,2021-01-31 20:14:33.175
2021-01-31 19:08:11.931,complete,Maria,2021-01-31 19:41:00.000,2021-01-31 19:43:50.040,2021-01-31 19:44:24.929
2021-01-31 19:09:00.146,complete,Maria - Rive Gauche,2021-01-31 19:40:00.000,2021-01-31 19:43:43.889,2021-01-31 20:13:43.521
2021-01-31 19:09:11.748,complete,Pizza Princess Neuchâtel,2021-01-31 19:30:00.000,2021-01-31 19:28:13.540,2021-01-31 19:32:41.839
2021-01-31 19:17:44.374,complete,ByMÀ by Maria,2021-01-31 19:41:00.000,2021-01-31 19:59:40.195,2021-01-31 20:00:22.254
2021-01-31 19:24:58.196,complete,GoodFood Genève,2021-01-31 19:54:00.000,2021-01-31 20:00:00.669,2021-01-31 20:11:35.980
2021-01-31 19:28:41.293,complete,GoodFood Basel 2,2021-01-31 19:56:00.000,2021-01-31 20:32:03.799,2021-01-31 20:33:54.375
2021-01-31 19:33:33.728,complete,Pizza Princess Neuchâtel,2021-01-31 20:11:00.000,2021-01-31 20:13:02.841,2021-01-31 20:13:05.607
2021-01-31 19:34:07.048,complete,GoodFood Basel,2021-01-31 20:17:00.000,2021-01-31 20:01:26.546,2021-01-31 20:05:53.920
2021-01-31 19:37:39.140,complete,GoodFood Genève,2021-01-31 20:27:00.000,2021-01-31 20:27:50.949,2021-01-31 20:27:52.948
2021-01-31 19:39:39.327,complete,GoodFood Lausanne,2021-01-31 20:12:00.000,2021-01-31 20:09:57.268,2021-01-31 20:18:09.192
2021-01-31 19:50:07.527,complete,Red Pat - Craft Burgers & Beer,2021-01-31 20:27:00.000,2021-01-31 20:18:25.763,2021-01-31 20:19:19.877
2021-01-31 19:52:21.732,error_payment,GoodFood Genève,2021-01-31 20:12:00.000,,
2021-01-31 19:57:06.685,complete,Pizza Princess Basel,2021-01-31 20:21:00.000,2021-01-31 20:08:26.288,2021-01-31 20:20:07.781
2021-01-31 19:58:24.784,complete,GoodFood Basel,2021-01-31 20:23:00.000,2021-01-31 20:21:38.951,2021-01-31 20:26:46.817
2021-01-31 20:06:07.413,complete,Maria - Rive Gauche,2021-01-31 20:27:00.000,2021-01-31 20:27:29.389,2021-01-31 20:54:55.432
2021-01-31 20:09:43.430,error_payment,GoodFood Genève,2021-01-31 20:39:00.000,,
2021-01-31 20:10:07.097,complete,Maria,2021-01-31 20:41:00.000,2021-01-31 20:30:05.889,2021-01-31 20:38:05.912
2021-01-31 20:15:31.110,complete,GoodFood Basel,2021-01-31 20:57:00.000,2021-01-31 20:36:15.664,2021-01-31 21:05:59.515
2021-01-31 20:17:26.301,complete,GoodFood Basel,2021-01-31 20:40:00.000,2021-01-31 20:36:13.320,2021-01-31 20:39:47.198
2021-01-31 20:17:49.934,complete,Pizza Princess SG,2021-01-31 20:41:00.000,2021-01-31 20:38:30.405,2021-01-31 20:43:32.291
2021-01-31 20:18:13.721,complete,GoodFood Basel,2021-01-31 20:38:00.000,2021-01-31 20:38:36.635,2021-01-31 20:38:42.233
2021-01-31 20:18:55.499,canceled,GoodFood Basel 2,2021-01-31 20:49:00.000,,
2021-01-31 20:20:34.390,complete,Maria,2021-01-31 20:48:00.000,2021-01-31 20:34:56.385,2021-01-31 20:35:40.390
2021-01-31 20:21:56.916,complete,GoodFood Lausanne,2021-01-31 20:54:00.000,2021-01-31 20:42:39.926,2021-01-31 20:47:41.216
2021-01-31 20:27:08.959,complete,GoodFood Basel 2,2021-01-31 21:12:00.000,2021-01-31 20:44:41.975,2021-01-31 20:50:39.279
2021-01-31 20:33:20.322,complete,Maria,2021-01-31 21:07:00.000,2021-01-31 20:47:03.184,2021-01-31 20:51:46.826
2021-01-31 20:46:40.727,complete,Maria,2021-01-31 21:20:00.000,2021-01-31 21:11:18.652,2021-01-31 21:12:40.152
2021-01-31 20:47:10.814,complete,GoodFood Basel 2,2021-01-31 21:10:00.000,2021-01-31 21:02:57.127,2021-01-31 21:08:55.128
2021-01-31 20:48:43.846,error_payment,GoodFood Lausanne,2021-01-31 21:21:00.000,,
2021-01-31 20:52:34.410,complete,Maria - Rive Gauche,2021-01-31 21:13:00.000,2021-01-31 21:03:00.539,2021-01-31 21:05:44.396
2021-01-31 20:56:31.035,error_payment,GoodFood Basel,2021-01-31 21:22:00.000,,
2021-01-31 21:00:58.124,complete,Maria,2021-01-31 21:26:00.000,2021-01-31 21:01:37.491,2021-01-31 21:08:26.121
2021-01-31 21:02:52.692,error_payment,GoodFood Genève,2021-01-31 21:35:00.000,,
2021-01-31 21:03:24.088,complete,Pizza Princess Genève,2021-01-31 21:25:00.000,2021-01-31 21:10:19.397,2021-01-31 21:16:29.255
2021-01-31 21:04:09.281,complete,Maria,2021-01-31 21:28:00.000,2021-01-31 21:10:07.251,2021-01-31 21:18:21.269
2021-01-31 21:08:13.030,error_payment,Maria,2021-01-31 21:37:00.000,,
2021-01-31 21:36:02.966,complete,GoodFood Basel,2021-01-31 21:56:00.000,2021-01-31 21:38:40.523,2021-01-31 21:43:15.233
2021-01-31 21:41:27.376,complete,Maria,2021-01-31 22:14:00.000,2021-01-31 21:47:17.693,2021-01-31 21:57:30.079
2021-01-31 22:35:12.115,error_payment,Pizza Princess Zürich,2021-01-31 22:55:00.000,,
2021-02-01 07:56:42.886,complete,GoodFood Basel 2,2021-02-01 11:38:00.000,2021-02-01 11:15:50.161,2021-02-01 11:26:18.071
2021-02-01 10:56:41.049,complete,Red Pat - Craft Burgers & Beer,2021-02-01 11:59:00.000,2021-02-01 11:51:51.158,2021-02-01 11:51:53.438
2021-02-01 11:11:44.124,complete,Maria - Rive Droite,2021-02-01 11:53:00.000,2021-02-01 11:35:19.732,2021-02-01 11:42:34.626
2021-02-01 11:26:29.735,complete,GoodFood Genève,2021-02-01 11:57:00.000,2021-02-01 11:34:44.498,2021-02-01 11:39:09.688
2021-02-01 11:33:08.685,complete,GoodFood Basel,2021-02-01 11:58:00.000,2021-02-01 12:15:27.879,2021-02-01 12:18:03.269
2021-02-01 11:42:35.887,complete,GoodFood Basel 2,2021-02-01 12:11:00.000,2021-02-01 12:04:29.362,2021-02-01 12:04:31.240
2021-02-01 11:48:39.583,complete,GoodFood Basel,2021-02-01 12:10:00.000,2021-02-01 12:01:41.536,2021-02-01 12:08:47.306
2021-02-01 11:49:58.469,complete,Pizza Princess Neuchâtel,2021-02-01 12:12:00.000,2021-02-01 12:13:38.864,2021-02-01 12:16:20.021
2021-02-01 12:07:53.659,complete,Pizza Princess SG,2021-02-01 12:39:00.000,2021-02-01 12:39:47.486,2021-02-01 12:45:31.175
2021-02-01 12:09:59.612,error_payment,GoodFood Genève,2021-02-01 12:29:00.000,,
2021-02-01 12:14:10.580,complete,GoodFood Basel 2,2021-02-01 12:44:00.000,2021-02-01 12:27:34.974,2021-02-01 12:33:10.931
2021-02-01 12:16:18.016,complete,Pizza Princess Zürich,2021-02-01 12:37:00.000,2021-02-01 12:38:16.015,2021-02-01 12:41:27.378
2021-02-01 13:02:18.452,complete,Red Pat - Craft Burgers & Beer,2021-02-01 13:23:00.000,2021-02-01 13:14:20.685,2021-02-01 13:15:10.349
2021-02-01 13:12:05.335,complete,GoodFood Basel,2021-02-01 13:43:00.000,2021-02-01 13:34:02.935,2021-02-01 13:37:16.783
2021-02-01 13:46:17.794,error_payment,Maria - Rive Gauche,2021-02-01 14:09:00.000,,
2021-02-01 14:17:39.611,canceled_reimbursed,GoodFood Genève,2021-02-01 19:29:00.000,,
2021-02-01 14:24:13.822,complete,GoodFood Basel 2,2021-02-01 15:07:00.000,2021-02-01 14:49:44.915,2021-02-01 14:51:18.088
2021-02-01 15:39:25.918,complete,GoodFood Basel,2021-02-01 16:12:00.000,2021-02-01 15:54:54.039,2021-02-01 16:10:00.991
2021-02-01 16:22:14.842,complete,Red Pat - Craft Burgers & Beer,2021-02-01 19:16:00.000,2021-02-01 19:05:48.540,2021-02-01 19:08:27.124
2021-02-01 16:26:38.366,complete,Pizza Princess Genève,2021-02-01 16:51:00.000,2021-02-01 16:50:24.192,2021-02-01 16:52:42.096
2021-02-01 17:20:51.906,complete,GoodFood Basel,2021-02-01 17:43:00.000,2021-02-01 17:27:31.250,2021-02-01 17:27:32.821
2021-02-01 17:32:17.243,complete,GoodFood Basel 2,2021-02-01 17:55:00.000,2021-02-01 17:43:41.538,2021-02-01 17:45:38.240
2021-02-01 17:43:22.370,complete,Pizza Princess Zürich,2021-02-01 18:10:00.000,2021-02-01 17:46:17.261,2021-02-01 17:49:06.247
2021-02-01 17:47:28.965,complete,Pizza Princess Basel,2021-02-01 18:11:00.000,2021-02-01 17:55:39.344,2021-02-01 17:56:45.429
2021-02-01 18:04:46.787,complete,ByMÀ by Maria,2021-02-01 18:36:00.000,2021-02-01 18:28:58.654,2021-02-01 18:30:23.562
2021-02-01 18:14:04.577,complete,Red Pat - Craft Burgers & Beer,2021-02-01 18:38:00.000,2021-02-01 18:28:04.655,2021-02-01 18:34:14.905
2021-02-01 18:14:54.360,complete,GoodFood Basel 2,2021-02-01 18:39:00.000,2021-02-01 18:25:28.631,2021-02-01 18:30:08.925
2021-02-01 18:17:56.096,complete,Maria - Rive Gauche,2021-02-01 18:57:00.000,2021-02-01 18:25:13.020,2021-02-01 18:34:45.868
2021-02-01 18:21:02.874,error_payment,GoodFood Basel,2021-02-01 18:53:00.000,,
2021-02-01 18:22:36.956,complete,ByMÀ by Maria,2021-02-01 18:52:00.000,2021-02-01 18:34:17.783,2021-02-01 18:44:03.706
2021-02-01 18:31:41.753,complete,Pizza Princess Zürich,2021-02-01 18:51:00.000,2021-02-01 19:01:27.247,2021-02-01 19:03:37.311
2021-02-01 18:32:40.983,complete,Pizza Princess Neuchâtel,2021-02-01 18:56:00.000,2021-02-01 18:45:32.147,2021-02-01 18:48:12.086
2021-02-01 18:32:47.207,complete,Pizza Princess Neuchâtel,2021-02-01 19:03:00.000,2021-02-01 18:57:20.813,2021-02-01 18:57:21.648
2021-02-01 18:34:33.185,error_payment,GoodFood Genève,2021-02-01 19:12:00.000,,
2021-02-01 18:36:04.038,complete,Pizza Princess Lausanne,2021-02-01 19:07:00.000,2021-02-01 18:43:31.496,2021-02-01 18:57:40.704
2021-02-01 18:37:52.628,complete,GoodFood Lausanne,2021-02-01 18:57:00.000,2021-02-01 18:50:56.779,2021-02-01 18:57:49.266
2021-02-01 18:50:33.420,complete,Pizza Princess Basel,2021-02-01 19:24:00.000,2021-02-01 19:24:08.320,2021-02-01 19:25:14.194
2021-02-01 18:56:13.128,complete,GoodFood Lausanne,2021-02-01 19:29:00.000,2021-02-01 19:08:52.183,2021-02-01 19:08:54.185
2021-02-01 18:56:17.733,complete,GoodFood Lausanne,2021-02-01 19:25:00.000,2021-02-01 19:05:17.783,2021-02-01 19:09:39.569
2021-02-01 18:56:24.885,canceled_reimbursed,GoodFood Basel 2,2021-02-02 11:27:00.000,,
2021-02-01 18:58:44.457,error_payment,GoodFood Basel,2021-02-01 19:23:00.000,,
2021-02-01 19:04:31.884,complete,Pizza Princess Neuchâtel,2021-02-01 19:39:00.000,2021-02-01 19:09:17.787,2021-02-01 19:12:27.233
2021-02-01 19:05:30.609,complete,GoodFood Basel 2,2021-02-01 19:26:00.000,2021-02-01 19:28:16.091,2021-02-01 19:34:45.728
2021-02-01 19:14:17.800,complete,Red Pat - Craft Burgers & Beer,2021-02-01 19:41:00.000,2021-02-01 19:23:21.069,2021-02-01 19:23:51.287
2021-02-01 19:15:14.170,complete,Pizza Princess Genève,2021-02-01 19:31:00.000,2021-02-01 19:34:46.376,2021-02-01 19:40:11.775
2021-02-01 19:18:15.247,complete,Maria,2021-02-01 19:42:00.000,2021-02-01 19:58:21.506,2021-02-01 19:58:26.069
2021-02-01 19:21:48.995,complete,GoodFood Basel 2,2021-02-01 19:55:00.000,2021-02-01 19:58:34.704,2021-02-01 20:05:53.723
2021-02-01 19:29:52.476,complete,GoodFood Basel,2021-02-01 19:52:00.000,2021-02-01 19:49:50.447,2021-02-01 19:50:29.696
2021-02-01 19:38:05.145,complete,Maria,2021-02-01 19:58:00.000,2021-02-01 19:49:11.487,2021-02-01 19:55:56.392
2021-02-01 19:42:05.218,complete,Pizza Princess Neuchâtel,2021-02-01 20:13:00.000,2021-02-01 19:58:22.558,2021-02-01 19:58:27.605
2021-02-01 19:42:56.312,complete,GoodFood Lausanne,2021-02-01 20:11:00.000,2021-02-01 20:07:25.903,2021-02-01 20:10:13.999
2021-02-01 19:49:15.923,complete,GoodFood Basel,2021-02-01 20:10:00.000,2021-02-01 19:53:47.401,2021-02-01 20:00:18.697
2021-02-01 19:55:31.120,complete,Maria - Rive Gauche,2021-02-01 20:29:00.000,2021-02-01 20:03:31.756,2021-02-01 20:07:23.598
2021-02-01 19:56:07.496,complete,GoodFood Basel,2021-02-01 20:26:00.000,2021-02-01 20:18:41.408,2021-02-01 20:19:00.838
2021-02-01 19:58:39.734,error_payment,Maria,2021-02-01 20:27:00.000,,
2021-02-01 20:01:51.648,complete,GoodFood Genève,2021-02-01 20:27:00.000,2021-02-01 20:15:27.307,2021-02-01 20:22:19.208
2021-02-01 20:06:58.485,complete,GoodFood Genève,2021-02-01 20:40:00.000,2021-02-01 20:26:36.164,2021-02-01 20:41:09.769
2021-02-01 20:07:17.457,complete,Pizza Princess Lausanne,2021-02-01 20:38:00.000,2021-02-01 20:16:41.613,2021-02-01 20:23:15.250
2021-02-01 20:29:04.022,complete,Maria - Rive Gauche,2021-02-01 20:44:00.000,2021-02-01 20:33:04.304,2021-02-01 20:46:30.010
2021-02-01 20:31:02.898,error_payment,Maria - Rive Gauche,2021-02-01 21:11:00.000,,
2021-02-01 20:36:39.308,complete,GoodFood Basel 2,2021-02-01 20:58:00.000,2021-02-01 20:57:58.060,2021-02-01 21:03:54.041
2021-02-01 21:36:09.875,complete,GoodFood Basel 2,2021-02-01 22:10:00.000,2021-02-01 21:44:05.642,2021-02-01 21:55:21.870
2021-02-01 21:52:37.882,error_payment,GoodFood Genève,2021-02-01 22:25:00.000,,
